transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0188,BILL-1115,2025-01-23,S3,Suburban,C198,Loyal,P235,Personal Care,Shampoo 250ml,5,5.36,Credit Card,0.5,Online
TXN-2025-0189,BILL-1147,2025-03-02,S2,Uptown,C198,New,P206,Personal Care,Shampoo 250ml,4,3.85,UPI,1.0,Online
TXN-2025-0190,BILL-1147,2025-01-08,S3,Suburban,C174,Loyal,P302,Snacks,Potato Chips,3,9.59,Credit Card,0.5,In-store
TXN-2025-0191,BILL-1070,2025-02-15,S1,Downtown,C089,New,P231,Personal Care,Shampoo 250ml,4,2.93,UPI,1.0,Online
TXN-2025-0192,BILL-1026,2025-01-07,S3,Suburban,C190,Loyal,P224,Beverages,Orange Juice 1L,1,7.03,UPI,0.5,In-store
TXN-2025-0193,BILL-1244,2025-01-07,S2,Uptown,C085,Loyal,P151,Snacks,Potato Chips,2,1.05,Credit Card,0.5,Online
TXN-2025-0194,BILL-1273,2025-02-11,S1,Downtown,C194,New,P246,Snacks,Potato Chips,1,9.17,UPI,0.0,In-store
TXN-2025-0195,BILL-1148,2025-02-17,S3,Suburban,C010,Regular,P190,Snacks,Potato Chips,1,9.97,Credit Card,2.0,In-store
TXN-2025-0196,BILL-1139,2025-02-26,S1,Downtown,C003,New,P154,Personal Care,Shampoo 250ml,3,3.56,Cash,2.0,Online
TXN-2025-0197,BILL-1151,2025-01-13,S1,Downtown,C085,Regular,P334,Personal Care,Shampoo 250ml,3,7.47,UPI,0.0,Online
TXN-2025-0198,BILL-1094,2025-02-06,S3,Suburban,C194,Regular,P307,Beverages,Orange Juice 1L,4,5.64,Credit Card,0.0,In-store
TXN-2025-0199,BILL-1298,2025-01-09,S2,Uptown,C083,Regular,P233,Beverages,Orange Juice 1L,4,3.12,Credit Card,1.0,Online
TXN-2025-0200,BILL-1081,2025-02-16,S3,Suburban,C003,New,P284,Personal Care,Shampoo 250ml,2,1.56,Credit Card,0.0,Online
TXN-2025-0201,BILL-1244,2025-01-26,S3,Suburban,C129,Loyal,P160,Snacks,Potato Chips,3,4.31,Cash,0.5,In-store
TXN-2025-0202,BILL-1269,2025-01-10,S2,Uptown,C192,Loyal,P312,Snacks,Potato Chips,5,9.22,Cash,0.5,In-store
TXN-2025-0203,BILL-1084,2025-01-29,S3,Suburban,C181,New,P388,Beverages,Orange Juice 1L,1,1.56,UPI,0.5,In-store
TXN-2025-0204,BILL-1067,2025-01-21,S3,Suburban,C114,Regular,P205,Personal Care,Shampoo 250ml,5,5.4,Cash,2.0,Online
TXN-2025-0205,BILL-1202,2025-02-02,S2,Uptown,C117,Loyal,P386,Beverages,Orange Juice 1L,4,7.05,UPI,1.0,In-store
TXN-2025-0206,BILL-1035,2025-01-17,S1,Downtown,C191,Regular,P137,Personal Care,Shampoo 250ml,1,4.81,UPI,0.0,In-store
TXN-2025-0207,BILL-1229,2025-03-01,S2,Uptown,C009,New,P192,Snacks,Potato Chips,2,7.89,Credit Card,2.0,Online
TXN-2025-0208,BILL-1275,2025-02-25,S2,Uptown,C097,Regular,P376,Personal Care,Shampoo 250ml,2,6.88,Cash,1.0,In-store
TXN-2025-0209,BILL-1272,2025-01-26,S3,Suburban,C033,Loyal,P101,Beverages,Orange Juice 1L,1,9.81,UPI,2.0,Online
TXN-2025-0210,BILL-1008,2025-01-25,S1,Downtown,C064,New,P179,Snacks,Potato Chips,3,2.7,Cash,0.0,Online
TXN-2025-0211,BILL-1205,2025-01-16,S1,Downtown,C018,Regular,P117,Personal Care,Shampoo 250ml,4,6.38,Cash,0.0,In-store
TXN-2025-0212,BILL-1295,2025-01-29,S1,Downtown,C139,Regular,P171,Beverages,Orange Juice 1L,5,9.94,UPI,0.5,Online
TXN-2025-0213,BILL-1285,2025-02-08,S3,Suburban,C083,Regular,P173,Snacks,Potato Chips,5,2.99,Credit Card,1.0,In-store
TXN-2025-0214,BILL-1268,2025-03-02,S3,Suburban,C189,Regular,P318,Personal Care,Shampoo 250ml,5,5.46,UPI,1.0,Online
TXN-2025-0215,BILL-1153,2025-01-21,S3,Suburban,C107,New,P253,Beverages,Orange Juice 1L,4,2.65,Cash,2.0,In-store
TXN-2025-0216,BILL-1130,2025-02-24,S3,Suburban,C037,New,P387,Beverages,Orange Juice 1L,4,9.71,Credit Card,0.5,In-store
TXN-2025-0217,BILL-1193,2025-01-14,S2,Uptown,C166,Regular,P289,Snacks,Potato Chips,1,5.82,Cash,0.5,Online
TXN-2025-0218,BILL-1170,2025-02-13,S3,Suburban,C155,Regular,P196,Beverages,Orange Juice 1L,5,7.52,Credit Card,0.5,In-store
TXN-2025-0219,BILL-1282,2025-01-20,S1,Downtown,C055,Regular,P160,Personal Care,Shampoo 250ml,4,9.23,Credit Card,0.5,In-store
TXN-2025-0220,BILL-1240,2025-01-21,S2,Uptown,C098,New,P283,Personal Care,Shampoo 250ml,3,3.35,Credit Card,2.0,In-store
TXN-2025-0221,BILL-1008,2025-02-18,S2,Uptown,C053,New,P311,Snacks,Potato Chips,1,6.06,UPI,0.5,In-store
TXN-2025-0222,BILL-1291,2025-01-17,S3,Suburban,C150,Loyal,P313,Personal Care,Shampoo 250ml,3,2.37,Cash,1.0,Online
TXN-2025-0223,BILL-1235,2025-02-23,S1,Downtown,C128,Loyal,P272,Personal Care,Shampoo 250ml,3,7.87,UPI,2.0,Online
TXN-2025-0224,BILL-1038,2025-01-11,S3,Suburban,C091,Regular,P379,Beverages,Orange Juice 1L,4,2.66,UPI,0.0,In-store
TXN-2025-0225,BILL-1258,2025-03-02,S3,Suburban,C013,Regular,P170,Snacks,Potato Chips,2,1.61,Cash,0.5,In-store
TXN-2025-0226,BILL-1271,2025-01-30,S2,Uptown,C016,Loyal,P347,Personal Care,Shampoo 250ml,4,1.14,Cash,2.0,In-store
TXN-2025-0227,BILL-1268,2025-02-16,S2,Uptown,C138,New,P357,Beverages,Orange Juice 1L,4,8.26,Cash,0.5,In-store
TXN-2025-0228,BILL-1207,2025-01-10,S1,Downtown,C050,Loyal,P229,Personal Care,Shampoo 250ml,3,3.41,Cash,2.0,Online
TXN-2025-0229,BILL-1194,2025-01-30,S3,Suburban,C063,Loyal,P253,Beverages,Orange Juice 1L,1,6.88,Cash,0.0,Online
TXN-2025-0230,BILL-1289,2025-01-25,S3,Suburban,C122,Regular,P104,Personal Care,Shampoo 250ml,2,1.74,UPI,2.0,Online
TXN-2025-0231,BILL-1278,2025-02-24,S1,Downtown,C136,Regular,P208,Beverages,Orange Juice 1L,5,5.28,Cash,0.0,Online
TXN-2025-0232,BILL-1083,2025-02-06,S3,Suburban,C009,Regular,P108,Snacks,Potato Chips,2,6.28,Cash,2.0,Online
TXN-2025-0233,BILL-1256,2025-02-06,S1,Downtown,C146,New,P376,Personal Care,Shampoo 250ml,3,4.45,UPI,0.5,In-store
TXN-2025-0234,BILL-1139,2025-02-17,S2,Uptown,C014,Regular,P218,Snacks,Potato Chips,1,4.07,Credit Card,2.0,In-store
TXN-2025-0235,BILL-1126,2025-02-20,S2,Uptown,C126,Regular,P383,Snacks,Potato Chips,4,4.89,Cash,2.0,Online
TXN-2025-0236,BILL-1046,2025-02-15,S1,Downtown,C022,New,P294,Beverages,Orange Juice 1L,2,7.66,Credit Card,1.0,In-store
TXN-2025-0237,BILL-1052,2025-01-01,S2,Uptown,C114,New,P152,Snacks,Potato Chips,2,1.79,Credit Card,2.0,Online
TXN-2025-0238,BILL-1286,2025-01-02,S1,Downtown,C091,Loyal,P266,Beverages,Orange Juice 1L,4,1.11,Credit Card,2.0,In-store
TXN-2025-0239,BILL-1074,2025-02-27,S1,Downtown,C147,Loyal,P294,Beverages,Orange Juice 1L,2,2.25,Credit Card,1.0,Online
TXN-2025-0240,BILL-1253,2025-01-05,S1,Downtown,C112,New,P253,Snacks,Potato Chips,4,8.04,Credit Card,1.0,In-store
TXN-2025-0241,BILL-1168,2025-02-08,S3,Suburban,C051,New,P169,Beverages,Orange Juice 1L,3,1.06,Credit Card,2.0,Online
TXN-2025-0242,BILL-1090,2025-01-29,S2,Uptown,C111,Loyal,P169,Personal Care,Shampoo 250ml,3,3.89,Credit Card,0.5,Online
TXN-2025-0243,BILL-1201,2025-01-26,S2,Uptown,C075,Loyal,P351,Personal Care,Shampoo 250ml,5,8.04,Credit Card,1.0,Online
TXN-2025-0244,BILL-1107,2025-01-24,S1,Downtown,C145,Regular,P379,Personal Care,Shampoo 250ml,2,7.14,UPI,0.0,Online
TXN-2025-0245,BILL-1216,2025-01-29,S2,Uptown,C178,Regular,P355,Snacks,Potato Chips,2,6.7,Credit Card,0.5,In-store
TXN-2025-0246,BILL-1184,2025-02-20,S2,Uptown,C019,New,P345,Personal Care,Shampoo 250ml,5,4.61,UPI,2.0,In-store
TXN-2025-0247,BILL-1288,2025-02-14,S3,Suburban,C153,Loyal,P155,Beverages,Orange Juice 1L,2,6.92,Cash,1.0,In-store
TXN-2025-0248,BILL-1228,2025-02-11,S3,Suburban,C166,New,P320,Snacks,Potato Chips,1,1.09,Cash,1.0,In-store
TXN-2025-0249,BILL-1151,2025-01-24,S2,Uptown,C119,Loyal,P356,Personal Care,Shampoo 250ml,2,4.1,Credit Card,0.0,In-store
TXN-2025-0250,BILL-1178,2025-01-27,S1,Downtown,C030,Loyal,P278,Beverages,Orange Juice 1L,3,4.09,UPI,0.5,Online
TXN-2025-0251,BILL-1011,2025-01-31,S1,Downtown,C113,Loyal,P331,Personal Care,Shampoo 250ml,3,1.6,UPI,0.0,In-store
TXN-2025-0252,BILL-1236,2025-02-24,S2,Uptown,C166,Regular,P184,Personal Care,Shampoo 250ml,2,5.64,Credit Card,0.5,Online
TXN-2025-0253,BILL-1199,2025-01-15,S2,Uptown,C162,Regular,P321,Beverages,Orange Juice 1L,4,1.26,Credit Card,0.5,Online
TXN-2025-0254,BILL-1100,2025-01-01,S3,Suburban,C055,Regular,P132,Snacks,Potato Chips,5,1.92,Credit Card,0.5,Online
TXN-2025-0255,BILL-1178,2025-01-30,S1,Downtown,C068,Loyal,P370,Snacks,Potato Chips,3,6.37,UPI,2.0,In-store
TXN-2025-0256,BILL-1122,2025-01-23,S2,Uptown,C159,Regular,P252,Personal Care,Shampoo 250ml,5,6.31,Credit Card,0.5,In-store
TXN-2025-0257,BILL-1216,2025-01-20,S1,Downtown,C047,New,P172,Personal Care,Shampoo 250ml,5,4.5,UPI,0.5,Online
TXN-2025-0258,BILL-1161,2025-01-12,S2,Uptown,C163,Loyal,P188,Personal Care,Shampoo 250ml,5,2.5,Cash,1.0,In-store
TXN-2025-0259,BILL-1209,2025-02-23,S2,Uptown,C159,Regular,P104,Snacks,Potato Chips,4,2.23,UPI,2.0,Online
TXN-2025-0260,BILL-1016,2025-02-13,S2,Uptown,C107,Loyal,P350,Snacks,Potato Chips,2,1.74,Cash,0.0,Online
TXN-2025-0261,BILL-1293,2025-01-18,S1,Downtown,C138,New,P334,Beverages,Orange Juice 1L,5,7.68,UPI,2.0,In-store
TXN-2025-0262,BILL-1217,2025-01-08,S2,Uptown,C199,Loyal,P377,Snacks,Potato Chips,1,7.84,UPI,2.0,In-store
TXN-2025-0263,BILL-1121,2025-01-07,S3,Suburban,C168,Regular,P116,Snacks,Potato Chips,4,3.37,Credit Card,0.0,In-store
TXN-2025-0264,BILL-1291,2025-01-14,S3,Suburban,C151,Loyal,P319,Snacks,Potato Chips,2,6.55,Cash,0.5,In-store
TXN-2025-0265,BILL-1263,2025-01-23,S3,Suburban,C072,Loyal,P186,Personal Care,Shampoo 250ml,3,9.81,Credit Card,1.0,Online
TXN-2025-0266,BILL-1127,2025-02-27,S3,Suburban,C025,Regular,P130,Snacks,Potato Chips,3,8.8,UPI,0.5,In-store
TXN-2025-0267,BILL-1192,2025-01-10,S3,Suburban,C083,Regular,P301,Personal Care,Shampoo 250ml,4,2.28,UPI,1.0,Online
TXN-2025-0268,BILL-1167,2025-01-29,S1,Downtown,C163,Regular,P363,Snacks,Potato Chips,3,7.25,Credit Card,1.0,Online
TXN-2025-0269,BILL-1108,2025-02-07,S1,Downtown,C199,Loyal,P334,Beverages,Orange Juice 1L,3,8.65,Cash,2.0,Online
TXN-2025-0270,BILL-1023,2025-02-01,S2,Uptown,C083,New,P380,Snacks,Potato Chips,5,2.18,Credit Card,2.0,In-store
TXN-2025-0271,BILL-1154,2025-01-07,S3,Suburban,C118,Regular,P180,Beverages,Orange Juice 1L,4,5.11,Cash,2.0,In-store
TXN-2025-0272,BILL-1156,2025-01-11,S2,Uptown,C024,Loyal,P228,Snacks,Potato Chips,1,4.35,Cash,0.5,Online
TXN-2025-0273,BILL-1115,2025-02-16,S3,Suburban,C194,Regular,P146,Snacks,Potato Chips,1,1.01,Cash,2.0,In-store
TXN-2025-0274,BILL-1244,2025-02-03,S3,Suburban,C114,Regular,P275,Beverages,Orange Juice 1L,1,9.89,UPI,2.0,In-store
TXN-2025-0275,BILL-1068,2025-01-05,S1,Downtown,C099,Regular,P152,Personal Care,Shampoo 250ml,1,3.82,Cash,1.0,Online
TXN-2025-0276,BILL-1109,2025-02-11,S3,Suburban,C037,Regular,P388,Personal Care,Shampoo 250ml,1,6.49,Credit Card,0.5,Online
TXN-2025-0277,BILL-1196,2025-02-10,S3,Suburban,C039,New,P326,Personal Care,Shampoo 250ml,2,1.78,Cash,0.0,In-store
TXN-2025-0278,BILL-1154,2025-01-23,S2,Uptown,C081,Regular,P241,Beverages,Orange Juice 1L,1,3.23,UPI,1.0,In-store
TXN-2025-0279,BILL-1057,2025-01-14,S3,Suburban,C156,Loyal,P300,Beverages,Orange Juice 1L,3,6.82,Credit Card,0.5,Online
TXN-2025-0280,BILL-1291,2025-01-16,S2,Uptown,C164,Loyal,P370,Beverages,Orange Juice 1L,1,9.88,Cash,1.0,Online
TXN-2025-0281,BILL-1110,2025-01-27,S2,Uptown,C140,Loyal,P341,Beverages,Orange Juice 1L,1,1.15,Cash,0.0,Online
TXN-2025-0282,BILL-1142,2025-01-03,S1,Downtown,C102,Loyal,P356,Snacks,Potato Chips,4,4.81,Cash,2.0,In-store
TXN-2025-0283,BILL-1122,2025-01-06,S2,Uptown,C021,Loyal,P179,Beverages,Orange Juice 1L,5,3.94,Credit Card,0.0,Online
TXN-2025-0284,BILL-1061,2025-01-04,S1,Downtown,C023,New,P332,Beverages,Orange Juice 1L,5,6.48,UPI,1.0,In-store
TXN-2025-0285,BILL-1064,2025-01-01,S3,Suburban,C036,Loyal,P183,Beverages,Orange Juice 1L,4,9.58,Cash,1.0,Online
TXN-2025-0286,BILL-1254,2025-02-17,S2,Uptown,C188,Regular,P271,Beverages,Orange Juice 1L,4,3.45,Credit Card,0.0,In-store
TXN-2025-0287,BILL-1116,2025-01-30,S3,Suburban,C093,Regular,P390,Snacks,Potato Chips,2,4.31,Cash,1.0,In-store
TXN-2025-0288,BILL-1018,2025-02-17,S3,Suburban,C001,Regular,P225,Beverages,Orange Juice 1L,1,5.25,Cash,2.0,In-store
TXN-2025-0289,BILL-1292,2025-02-05,S3,Suburban,C190,Loyal,P214,Snacks,Potato Chips,3,3.23,Credit Card,1.0,In-store
TXN-2025-0290,BILL-1238,2025-01-24,S1,Downtown,C129,Loyal,P191,Beverages,Orange Juice 1L,2,8.24,Credit Card,0.0,In-store
TXN-2025-0291,BILL-1288,2025-02-25,S2,Uptown,C199,New,P144,Snacks,Potato Chips,5,5.11,Cash,1.0,Online
TXN-2025-0292,BILL-1077,2025-02-20,S2,Uptown,C190,Loyal,P337,Beverages,Orange Juice 1L,3,6.33,Cash,2.0,In-store
TXN-2025-0293,BILL-1157,2025-01-01,S2,Uptown,C007,Regular,P277,Personal Care,Shampoo 250ml,1,9.56,UPI,0.0,Online
TXN-2025-0294,BILL-1047,2025-01-07,S1,Downtown,C136,Regular,P351,Snacks,Potato Chips,1,9.75,UPI,0.5,Online
TXN-2025-0295,BILL-1258,2025-01-03,S1,Downtown,C134,New,P290,Personal Care,Shampoo 250ml,4,9.77,UPI,0.0,In-store
TXN-2025-0296,BILL-1133,2025-01-09,S3,Suburban,C101,Regular,P390,Personal Care,Shampoo 250ml,1,4.91,Cash,0.5,Online
TXN-2025-0297,BILL-1069,2025-02-24,S2,Uptown,C101,Loyal,P267,Personal Care,Shampoo 250ml,3,5.07,Cash,0.5,In-store
TXN-2025-0298,BILL-1106,2025-02-19,S3,Suburban,C028,Regular,P184,Beverages,Orange Juice 1L,4,5.19,Cash,2.0,Online
TXN-2025-0299,BILL-1110,2025-01-29,S2,Uptown,C119,New,P146,Beverages,Orange Juice 1L,2,8.27,UPI,1.0,In-store
TXN-2025-0300,BILL-1133,2025-02-23,S2,Uptown,C038,Regular,P227,Personal Care,Shampoo 250ml,3,4.57,UPI,0.0,Online
TXN-2025-0301,BILL-1062,2025-02-22,S1,Downtown,C008,New,P384,Snacks,Potato Chips,5,3.25,Cash,2.0,In-store
TXN-2025-0302,BILL-1038,2025-01-01,S1,Downtown,C200,Regular,P201,Beverages,Orange Juice 1L,4,4.35,UPI,0.0,Online
TXN-2025-0303,BILL-1236,2025-01-02,S1,Downtown,C051,Loyal,P165,Snacks,Potato Chips,1,9.15,Cash,1.0,In-store
TXN-2025-0304,BILL-1109,2025-01-04,S1,Downtown,C147,New,P302,Personal Care,Shampoo 250ml,4,1.27,Cash,2.0,Online
TXN-2025-0305,BILL-1255,2025-02-28,S1,Downtown,C071,New,P176,Snacks,Potato Chips,1,6.53,UPI,0.5,Online
TXN-2025-0306,BILL-1278,2025-01-27,S3,Suburban,C123,Regular,P243,Beverages,Orange Juice 1L,4,2.24,UPI,0.5,In-store
TXN-2025-0307,BILL-1198,2025-02-20,S1,Downtown,C098,Loyal,P345,Snacks,Potato Chips,5,8.03,UPI,1.0,Online
TXN-2025-0308,BILL-1271,2025-01-18,S1,Downtown,C007,New,P212,Personal Care,Shampoo 250ml,1,9.06,Cash,1.0,Online
TXN-2025-0309,BILL-1181,2025-01-23,S3,Suburban,C060,Regular,P226,Beverages,Orange Juice 1L,2,3.4,Cash,0.0,Online
TXN-2025-0310,BILL-1290,2025-03-01,S1,Downtown,C046,Regular,P262,Personal Care,Shampoo 250ml,3,9.23,UPI,0.0,Online
TXN-2025-0311,BILL-1119,2025-02-06,S1,Downtown,C145,Regular,P377,Snacks,Potato Chips,3,2.58,Cash,0.0,In-store
TXN-2025-0312,BILL-1090,2025-02-08,S1,Downtown,C006,Loyal,P100,Snacks,Potato Chips,3,9.26,Cash,0.5,Online
TXN-2025-0313,BILL-1202,2025-02-28,S2,Uptown,C016,Regular,P172,Beverages,Orange Juice 1L,1,8.62,Cash,1.0,Online
TXN-2025-0314,BILL-1162,2025-02-07,S1,Downtown,C087,New,P169,Snacks,Potato Chips,2,7.59,UPI,2.0,Online
TXN-2025-0315,BILL-1150,2025-01-12,S3,Suburban,C144,Loyal,P282,Personal Care,Shampoo 250ml,2,6.99,Credit Card,0.5,Online
TXN-2025-0316,BILL-1113,2025-01-09,S1,Downtown,C187,Regular,P393,Personal Care,Shampoo 250ml,4,8.66,Cash,0.0,Online
TXN-2025-0317,BILL-1171,2025-02-10,S3,Suburban,C027,New,P269,Beverages,Orange Juice 1L,1,3.14,Cash,1.0,In-store
TXN-2025-0318,BILL-1024,2025-01-29,S1,Downtown,C068,Regular,P134,Beverages,Orange Juice 1L,3,3.31,UPI,0.0,In-store
TXN-2025-0319,BILL-1051,2025-01-25,S2,Uptown,C188,New,P311,Beverages,Orange Juice 1L,4,8.94,UPI,1.0,Online
TXN-2025-0320,BILL-1163,2025-02-23,S2,Uptown,C148,Loyal,P215,Personal Care,Shampoo 250ml,2,5.06,Credit Card,0.0,In-store
TXN-2025-0321,BILL-1015,2025-01-17,S1,Downtown,C019,New,P292,Beverages,Orange Juice 1L,2,7.59,Credit Card,0.0,Online
TXN-2025-0322,BILL-1283,2025-01-28,S3,Suburban,C043,Loyal,P180,Snacks,Potato Chips,1,1.91,Cash,0.5,Online
TXN-2025-0323,BILL-1078,2025-02-16,S3,Suburban,C139,New,P244,Personal Care,Shampoo 250ml,3,3.14,Credit Card,0.0,Online
TXN-2025-0324,BILL-1087,2025-01-04,S2,Uptown,C001,New,P250,Beverages,Orange Juice 1L,5,5.32,Cash,0.0,In-store
TXN-2025-0325,BILL-1094,2025-02-10,S2,Uptown,C021,New,P257,Beverages,Orange Juice 1L,4,5.24,Cash,1.0,Online
TXN-2025-0326,BILL-1288,2025-01-24,S2,Uptown,C095,Regular,P122,Snacks,Potato Chips,3,4.96,Cash,1.0,Online
TXN-2025-0327,BILL-1283,2025-01-04,S1,Downtown,C193,Loyal,P149,Personal Care,Shampoo 250ml,1,7.01,UPI,2.0,In-store
TXN-2025-0328,BILL-1202,2025-01-04,S2,Uptown,C134,New,P343,Personal Care,Shampoo 250ml,5,8.93,Credit Card,2.0,In-store
TXN-2025-0329,BILL-1088,2025-02-27,S3,Suburban,C009,Loyal,P364,Personal Care,Shampoo 250ml,5,7.1,Cash,0.5,Online
TXN-2025-0330,BILL-1132,2025-03-02,S1,Downtown,C055,Regular,P121,Beverages,Orange Juice 1L,4,1.71,Cash,2.0,In-store
TXN-2025-0331,BILL-1006,2025-01-21,S3,Suburban,C018,Regular,P384,Snacks,Potato Chips,4,5.97,UPI,1.0,Online
TXN-2025-0332,BILL-1054,2025-02-20,S3,Suburban,C160,Loyal,P314,Personal Care,Shampoo 250ml,1,4.73,UPI,0.5,In-store
TXN-2025-0333,BILL-1019,2025-02-06,S1,Downtown,C074,Loyal,P310,Snacks,Potato Chips,3,4.45,UPI,2.0,Online
TXN-2025-0334,BILL-1025,2025-01-12,S2,Uptown,C104,Regular,P305,Personal Care,Shampoo 250ml,1,4.56,UPI,1.0,In-store
TXN-2025-0335,BILL-1116,2025-02-17,S2,Uptown,C069,New,P272,Beverages,Orange Juice 1L,3,3.8,UPI,2.0,In-store
TXN-2025-0336,BILL-1108,2025-01-09,S2,Uptown,C191,New,P237,Snacks,Potato Chips,4,6.44,Cash,0.0,Online
TXN-2025-0337,BILL-1259,2025-02-28,S2,Uptown,C190,New,P291,Personal Care,Shampoo 250ml,1,5.64,Cash,0.5,Online
TXN-2025-0338,BILL-1016,2025-01-26,S1,Downtown,C200,Loyal,P114,Personal Care,Shampoo 250ml,2,2.73,Cash,0.5,In-store
TXN-2025-0339,BILL-1015,2025-01-30,S1,Downtown,C093,Loyal,P240,Beverages,Orange Juice 1L,3,8.41,UPI,2.0,In-store
TXN-2025-0340,BILL-1132,2025-01-16,S2,Uptown,C126,Loyal,P190,Snacks,Potato Chips,4,6.28,Credit Card,1.0,In-store
TXN-2025-0341,BILL-1105,2025-02-17,S3,Suburban,C024,New,P297,Beverages,Orange Juice 1L,1,2.47,Cash,0.5,In-store
TXN-2025-0342,BILL-1114,2025-01-18,S3,Suburban,C105,Loyal,P104,Beverages,Orange Juice 1L,4,9.2,UPI,0.5,In-store
TXN-2025-0343,BILL-1111,2025-01-17,S3,Suburban,C079,Loyal,P240,Personal Care,Shampoo 250ml,4,9.06,Credit Card,1.0,Online
TXN-2025-0344,BILL-1152,2025-01-30,S2,Uptown,C174,Loyal,P303,Personal Care,Shampoo 250ml,5,1.92,UPI,1.0,Online
TXN-2025-0345,BILL-1096,2025-02-13,S1,Downtown,C124,Regular,P241,Snacks,Potato Chips,3,8.75,UPI,1.0,Online
TXN-2025-0346,BILL-1151,2025-01-10,S3,Suburban,C196,Regular,P306,Beverages,Orange Juice 1L,3,7.13,UPI,0.0,Online
TXN-2025-0347,BILL-1273,2025-01-17,S2,Uptown,C104,New,P118,Personal Care,Shampoo 250ml,5,7.37,Credit Card,0.5,In-store
TXN-2025-0348,BILL-1241,2025-02-10,S2,Uptown,C172,New,P253,Personal Care,Shampoo 250ml,2,8.57,Credit Card,0.5,In-store
TXN-2025-0349,BILL-1157,2025-01-09,S3,Suburban,C067,Loyal,P193,Personal Care,Shampoo 250ml,3,6.89,Credit Card,0.5,In-store
TXN-2025-0350,BILL-1241,2025-01-27,S2,Uptown,C096,New,P250,Personal Care,Shampoo 250ml,4,8.66,Cash,2.0,In-store
TXN-2025-0351,BILL-1102,2025-02-26,S1,Downtown,C129,Regular,P295,Personal Care,Shampoo 250ml,5,3.69,Cash,0.0,In-store
TXN-2025-0352,BILL-1160,2025-01-22,S2,Uptown,C146,New,P261,Beverages,Orange Juice 1L,2,8.01,Credit Card,2.0,In-store
TXN-2025-0353,BILL-1066,2025-02-10,S1,Downtown,C002,New,P207,Snacks,Potato Chips,2,6.19,Credit Card,0.5,In-store
TXN-2025-0354,BILL-1191,2025-02-09,S2,Uptown,C163,New,P319,Snacks,Potato Chips,4,4.45,UPI,0.0,In-store
TXN-2025-0355,BILL-1159,2025-03-02,S1,Downtown,C083,Loyal,P109,Beverages,Orange Juice 1L,1,6.64,Cash,0.5,Online
TXN-2025-0356,BILL-1233,2025-01-09,S1,Downtown,C099,Loyal,P256,Personal Care,Shampoo 250ml,2,1.59,Credit Card,0.0,Online
TXN-2025-0357,BILL-1084,2025-02-16,S3,Suburban,C153,Loyal,P322,Snacks,Potato Chips,2,4.08,Credit Card,2.0,In-store
TXN-2025-0358,BILL-1019,2025-03-02,S2,Uptown,C005,Regular,P167,Beverages,Orange Juice 1L,2,7.61,Cash,0.5,Online
TXN-2025-0359,BILL-1024,2025-01-25,S3,Suburban,C066,Loyal,P124,Personal Care,Shampoo 250ml,5,9.95,UPI,0.0,In-store
TXN-2025-0360,BILL-1154,2025-02-14,S1,Downtown,C107,New,P163,Snacks,Potato Chips,5,3.27,Cash,0.5,In-store
TXN-2025-0361,BILL-1261,2025-01-27,S3,Suburban,C026,Loyal,P238,Personal Care,Shampoo 250ml,5,6.45,Credit Card,0.5,In-store
TXN-2025-0362,BILL-1183,2025-02-16,S3,Suburban,C031,New,P154,Beverages,Orange Juice 1L,4,2.79,Credit Card,0.5,In-store
TXN-2025-0363,BILL-1001,2025-02-15,S2,Uptown,C076,Regular,P380,Beverages,Orange Juice 1L,4,9.19,Credit Card,2.0,In-store
TXN-2025-0364,BILL-1131,2025-01-01,S3,Suburban,C023,Regular,P352,Personal Care,Shampoo 250ml,2,9.55,UPI,0.0,In-store
TXN-2025-0365,BILL-1184,2025-02-11,S1,Downtown,C117,New,P337,Snacks,Potato Chips,1,1.9,Cash,0.5,Online
TXN-2025-0366,BILL-1087,2025-02-21,S3,Suburban,C081,New,P159,Personal Care,Shampoo 250ml,1,8.66,Cash,0.0,In-store
TXN-2025-0367,BILL-1204,2025-01-22,S2,Uptown,C113,Loyal,P147,Snacks,Potato Chips,3,8.33,Cash,0.5,Online
TXN-2025-0368,BILL-1213,2025-01-30,S2,Uptown,C099,Loyal,P315,Snacks,Potato Chips,2,2.02,Cash,0.0,In-store
TXN-2025-0369,BILL-1066,2025-02-28,S3,Suburban,C124,Loyal,P324,Personal Care,Shampoo 250ml,2,6.5,UPI,1.0,In-store
TXN-2025-0370,BILL-1173,2025-01-31,S2,Uptown,C029,New,P123,Snacks,Potato Chips,1,3.35,Cash,1.0,In-store
TXN-2025-0371,BILL-1197,2025-02-03,S3,Suburban,C177,Loyal,P148,Personal Care,Shampoo 250ml,4,6.96,Credit Card,0.5,Online
TXN-2025-0372,BILL-1251,2025-01-10,S3,Suburban,C157,Regular,P180,Beverages,Orange Juice 1L,5,8.64,Cash,2.0,In-store
TXN-2025-0373,BILL-1040,2025-01-21,S1,Downtown,C085,New,P359,Beverages,Orange Juice 1L,2,5.95,Credit Card,2.0,In-store
TXN-2025-0374,BILL-1052,2025-01-30,S2,Uptown,C147,New,P355,Beverages,Orange Juice 1L,4,3.84,UPI,2.0,In-store
